location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14775.523519175731,-169.28827475611251,69899813943.33084,69108019501.79465,-791794441.5361938,94411443228.5,94486987290.56216,75544062.0621643,164311257171.83084,163595006792.3568,-716250379.4740295,P3,100
CBD,10000,-33747.8022716371,-32751.099138830366,996.7031328067314,-24329.38543224523,-24329.38543224523,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Inner_Ring,10000,-35199.87002611653,-35199.87002611653,0,-17460.024152619204,-17460.024152619204,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,10000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14631.650571706381,0,68435097527.3828,68435097527.3828,0,94411443228.5,94411443228.5,0,162846540755.8828,162846540755.8828,0,P4,0
CBD,5000,-14580.445491886754,-13583.742359080023,996.7031328067314,-5162.028652494886,-5162.028652494886,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Inner_Ring,5000,-19467.193886179197,-19467.193886179197,0,-1727.3480126818722,-1727.3480126818722,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,5000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14318.48934948092,0,66970381111.43476,66970381111.43476,0,94411443228.5,94411443228.5,0,161381824339.93475,161381824339.93475,0,P4,0
CBD,15000,-52915.15905138744,-51918.45591858071,996.7031328067314,-43496.74221199557,-43496.74221199557,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Inner_Ring,15000,-50932.54616605386,-50932.54616605386,0,-33192.70029255653,-33192.70029255653,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,15000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14944.811793931844,0,69899813943.33084,69899813943.33084,0,94411443228.5,94411443228.5,0,164311257171.83084,164311257171.83084,0,P4,0
CBD,10000,-33747.8022716371,-32751.099138830366,996.7031328067314,-24329.38543224523,-24329.38543224523,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Inner_Ring,10000,-35199.87002611653,-35199.87002611653,0,-17460.024152619204,-17460.024152619204,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14631.650571706381,0,68435097527.3828,68435097527.3828,0,94411443228.5,94411443228.5,0,162846540755.8828,162846540755.8828,0,P4,50
CBD,5000,-14580.445491886754,-13583.742359080023,996.7031328067314,-5162.028652494886,-5162.028652494886,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Inner_Ring,5000,-19467.193886179197,-19467.193886179197,0,-1727.3480126818722,-1727.3480126818722,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Rest_of_Sydney,5000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14318.48934948092,0,66970381111.43476,66970381111.43476,0,94411443228.5,94411443228.5,0,161381824339.93475,161381824339.93475,0,P4,50
CBD,15000,-52915.15905138744,-51918.45591858071,996.7031328067314,-43496.74221199557,-43496.74221199557,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Inner_Ring,15000,-50932.54616605386,-50932.54616605386,0,-33192.70029255653,-33192.70029255653,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Rest_of_Sydney,15000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14944.811793931844,0,69899813943.33084,69899813943.33084,0,94411443228.5,94411443228.5,0,164311257171.83084,164311257171.83084,0,P4,50
CBD,10000,-33747.8022716371,-32751.099138830366,996.7031328067314,-24329.38543224523,-24329.38543224523,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Inner_Ring,10000,-35199.87002611653,-35199.87002611653,0,-17460.024152619204,-17460.024152619204,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14631.650571706381,0,68435097527.3828,68435097527.3828,0,94411443228.5,94411443228.5,0,162846540755.8828,162846540755.8828,0,P4,100
CBD,5000,-14580.445491886754,-13583.742359080023,996.7031328067314,-5162.028652494886,-5162.028652494886,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Inner_Ring,5000,-19467.193886179197,-19467.193886179197,0,-1727.3480126818722,-1727.3480126818722,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14318.48934948092,0,66970381111.43476,66970381111.43476,0,94411443228.5,94411443228.5,0,161381824339.93475,161381824339.93475,0,P4,100
CBD,15000,-52915.15905138744,-51918.45591858071,996.7031328067314,-43496.74221199557,-43496.74221199557,0,1774760084.5,1774760084.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Inner_Ring,15000,-50932.54616605386,-50932.54616605386,0,-33192.70029255653,-33192.70029255653,0,4967804191.5,4967804191.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,100
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14944.811793931844,0,69899813943.33084,69899813943.33084,0,94411443228.5,94411443228.5,0,164311257171.83084,164311257171.83084,0,P4,100
