location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct
Redfern - Chippendale,10000,-50799.17244789982,-56004.83817868925,-5205.6657307894275,-40496.09664777265,-43662.911957373864,-3166.8153096012175,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Surry Hills,10000,-58170.18114949366,-56991.677951372636,1178.5031981210268,-41563.72415992937,-42146.50937822033,-582.7852182909628,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-45140.45743499176,-4207.983613974109,-37383.496528000534,-39075.36598181042,-1691.8694538098862,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Waterloo - Beaconsfield,10000,-53388.47164913098,-60121.35103628782,-6732.879387156841,-38002.34141004273,-41241.24487056804,-3238.903460525311,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Bondi Junction - Waverly,10000,-52557.552365081516,-50942.21504258196,1615.3373224995594,-41426.7036299841,-42160.567405370864,-733.8637753867661,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Paddington - Moore Park,10000,-61851.8780939507,-62312.39109082338,-460.5129968726833,-42354.13326240399,-43230.85638193221,-876.7231195282147,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Balmain,10000,-68563.04660004948,-67685.1987458928,877.8478541566728,-42218.50788671699,-43075.62760393684,-857.1197172198517,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Leichhardt - Annandale,10000,-57534.781817673604,-58501.78817897709,-967.0063613034872,-37177.200676989196,-37964.506675668126,-787.3059986789303,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Lilyfield - Rozelle,10000,-66904.46323684308,-68949.22586228997,-2044.7626254468923,-43460.198394707804,-44313.448480010986,-853.2500853031815,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,10000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14497.562589122266,-134.0879825841148,68435097527.3828,67807941751.59231,-627155775.7904892,94411443228.5,94429761033.30502,18317804.805023193,162846540755.8828,162237702784.89734,-608837970.9854736,P3,100
Darlinghurst,5000,-29717.95728405135,-34732.336331851635,-5014.379047800285,-15831.495902840794,-16942.49402282862,-1110.9981199878275,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Erskineville - Alexandria,5000,-43878.21315595551,-48277.79076269961,-4399.577606744097,-14325.988215150457,-15061.109699379995,-735.1214842295376,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Glebe - Forest Lodge,5000,-26206.943283149172,-25957.365935572627,249.57734757654544,-13449.251374549985,-13654.120272393417,-204.8688978434311,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-25102.369468116896,897.7855967383985,-12166.256183652798,-12515.39307794517,-349.1368942923709,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Potts Point - Woolloomooloo,5000,-21301.511319160127,-24179.11899612951,-2877.6076769693827,-12893.747798638566,-13436.28806924875,-542.540270610185,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Pyrmont - Ultimo,5000,-22147.450986184987,-19698.130874782255,2449.3201114027324,-12753.490245657686,-13407.581488400974,-654.0912427432886,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Redfern - Chippendale,5000,-23548.46006038577,-27202.561835494653,-3654.101775108884,-13245.384260258597,-14860.635614179268,-1615.2513539206702,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Surry Hills,5000,-30385.655005901248,-28947.602897754805,1438.052108146443,-13779.198016336955,-14102.434324602504,-323.23630826554836,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-18631.954079578885,-3393.8925861892294,-11689.084200372537,-12566.862626397544,-877.7784260250064,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Waterloo - Beaconsfield,5000,-27384.636880481885,-32529.908236496136,-5145.271356014251,-11998.50664139364,-13649.802070776357,-1651.295429382717,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Bondi Junction - Waverly,5000,-24841.536486461737,-22891.110975388863,1950.4255110728736,-13710.687751364321,-14109.463338177768,-398.77558681344635,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Paddington - Moore Park,5000,-33672.14739912097,-33726.142535349616,-53.9951362286447,-14174.402567574267,-14644.607826458443,-470.20525888417615,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Balmain,5000,-40451.12859306326,-39176.56457941672,1274.5640136465372,-14106.589879730767,-14566.993437460751,-460.40355772998373,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Leichhardt - Annandale,5000,-31943.517415551276,-32548.714476635363,-605.1970610840872,-11585.936274866868,-12011.432973326398,-425.4966984595303,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Lilyfield - Rozelle,5000,-38171.69997586144,-39821.681257776814,-1649.981281915374,-14727.435133726169,-15185.903875497832,-458.4687417716632,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,5000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14219.601659068796,-98.88769041212436,66970381111.43476,66507864001.38994,-462517110.0448227,94411443228.5,94429761033.30502,18317804.805023193,161381824339.93475,160937625034.69495,-444199305.2398071,P3,100
Darlinghurst,15000,-89391.60534424384,-96500.60583553952,-7109.000491295679,-75505.14396303329,-78710.7635265165,-3205.619563483211,267883497,264716680.0521098,-3166816.9478901923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Erskineville - Alexandria,15000,-100540.84584076735,-106283.29161949026,-5742.4457787229185,-70988.62089996229,-73066.61055617065,-2077.9896562083595,608149140,600621958.9008996,-7527181.099100351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Glebe - Forest Lodge,15000,-81116.102286760055,-81148.88793839012,-32.78565163006715,-68358.41037816087,-68845.6422752109,-487.2318970500346,377831082,383891143.1573115,6060061.157311499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78016.4370820379,326.8866046339099,-64509.42480546931,-65429.460691866174,-920.035886396865,518917124,474589987.1424554,-44327136.8575446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Potts Point - Woolloomooloo,15000,-75099.66317094819,-78934.97659265768,-3835.313421709492,-66691.89965042663,-68192.14566577692,-1500.2460153502907,370878228,396099892.3140593,25221664.314059317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Pyrmont - Ultimo,15000,-75665.08773201128,-74396.57530961485,1268.512422396423,-66271.12699148398,-68106.02592323357,-1834.898931749587,384576844.5,301731569.45624936,-82845275.04375064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Redfern - Chippendale,15000,-78049.88483541388,-84807.11452188385,-6757.229686469975,-67746.8090352867,-72465.18830056846,-4718.379265281765,335991166.5,298215017.853234,-37776148.64676601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Surry Hills,15000,-85954.70729308607,-85035.75300499046,918.9542880956142,-69348.25030352178,-70190.58443183816,-842.3341283163754,434639725,404662439.60635304,-29977285.393646955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-71648.96079040464,-5022.074641758998,-63077.90885562853,-65583.8693372233,-2505.9604815947678,316781790,360739196.2208289,43957406.22082889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Waterloo - Beaconsfield,15000,-79392.3064177801,-87712.79383607951,-8320.48741829941,-64006.17617869185,-68832.68767035974,-4826.511491667887,552057144,495798217.5396844,-56258926.460315585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Bondi Junction - Waverly,15000,-80273.56824370129,-78993.31910977505,1280.2491339262342,-69142.71950860387,-70211.67147256396,-1068.9519639600912,343127744.00000006,303450060.3766441,-39677683.623355985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Paddington - Moore Park,15000,-90031.60878878042,-90898.63964629715,-867.0308575167292,-70533.86395723371,-71817.10493740597,-1283.2409801722533,455237649,435621331.47285205,-19616317.52714795,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Balmain,15000,-96674.96460703571,-96193.83291236887,481.1316946668376,-70330.42589370321,-71584.26177041291,-1253.8358767096943,564773418,515376885.44865406,-49396532.551345944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Leichhardt - Annandale,15000,-83126.04621979594,-84454.86188131882,-1328.81566152288,-62768.465079111535,-63917.58037800986,-1149.115298898323,758954664,733448789.759838,-25505874.240162015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Lilyfield - Rozelle,15000,-95637.22649782471,-98076.77046680314,-2439.5439689784253,-72192.96165568943,-73440.99308452415,-1248.0314288347145,452765060,454317845.9148026,1552785.9148026109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Rest_of_Sydney,15000,0,0,0,14005.32812725546,13941.64072901533,-63.68739824013028,87668878952.5,88006480018.08905,337601065.5890503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,100
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14775.523519175731,-169.28827475611251,69899813943.33084,69108019501.79465,-791794441.5361938,94411443228.5,94429761033.30502,18317804.805023193,164311257171.83084,163537780535.09967,-773476636.7311707,P3,100
Darlinghurst,10000,-59554.78131414761,-58519.01838551415,1035.7629286334559,-45668.319932937055,-45668.319932937055,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Erskineville - Alexandria,10000,-72209.52949836143,-72209.52949836143,0,-42657.304557556374,-42657.304557556374,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Glebe - Forest Lodge,10000,-53661.52278495462,-53661.52278495462,0,-40903.83087635544,-40903.83087635544,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-52171.73937576356,0,-38337.84049456106,-38337.84049456106,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Potts Point - Woolloomooloo,10000,-48200.58724505416,-47541.91874637352,658.6684986806358,-39792.823724532594,-39792.823724532594,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Pyrmont - Ultimo,10000,-48906.269359098136,-48133.14513569971,773.124223398423,-39512.30861857084,-39512.30861857082,1.4551915228366852e-11,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Redfern - Chippendale,10000,-50799.17244789982,-50799.17244789982,0,-40496.09664777265,-40496.09664777265,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Surry Hills,10000,-58170.18114949366,-57139.67593975694,1030.5052097367225,-41563.72415992937,-41563.72415992937,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-39528.714364098654,1403.7594569189969,-37383.496528000534,-37383.496528000534,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Waterloo - Beaconsfield,10000,-53388.47164913098,-53388.47164913098,0,-38002.34141004273,-38002.34141004273,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Bondi Junction - Waverly,10000,-52557.552365081516,-52557.552365081516,0,-41426.7036299841,-41426.7036299841,0,343127744.00000006,343127744.00000006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Paddington - Moore Park,10000,-61851.8780939507,-61851.8780939507,0,-42354.13326240399,-42354.13326240399,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Balmain,10000,-68563.04660004948,-68563.04660004948,0,-42218.50788671699,-42218.50788671699,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Leichhardt - Annandale,10000,-57534.781817673604,-57534.781817673604,0,-37177.200676989196,-37177.200676989196,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Lilyfield - Rozelle,10000,-66904.46323684308,-66904.46323684308,0,-43460.198394707804,-43460.198394707804,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,10000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14631.650571706381,0,68435097527.3828,68435097527.3828,0,94411443228.5,94411443228.5,0,162846540755.8828,162846540755.8828,0,P4,0
Darlinghurst,5000,-29717.95728405135,-28682.194355417894,1035.7629286334559,-15831.495902840794,-15831.495902840794,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Erskineville - Alexandria,5000,-43878.21315595551,-43878.21315595551,0,-14325.988215150457,-14325.988215150457,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Glebe - Forest Lodge,5000,-26206.943283149172,-26206.943283149172,0,-13449.251374549985,-13449.251374549985,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-26000.155064855295,0,-12166.256183652798,-12166.256183652798,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Potts Point - Woolloomooloo,5000,-21301.511319160127,-20642.84282047949,658.6684986806358,-12893.747798638566,-12893.747798638566,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Pyrmont - Ultimo,5000,-22147.450986184987,-21374.32676278657,773.1242233984158,-12753.490245657686,-12753.490245657686,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Redfern - Chippendale,5000,-23548.46006038577,-23548.46006038577,0,-13245.384260258597,-13245.384260258597,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Surry Hills,5000,-30385.655005901248,-29355.149796164522,1030.505209736726,-13779.198016336955,-13779.198016336954,1.8189894035458565e-12,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney - Haymarket - The Rocks,5000,-15238.061493389656,-13834.302036470657,1403.7594569189987,-11689.084200372537,-11689.084200372537,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Waterloo - Beaconsfield,5000,-27384.636880481885,-27384.636880481885,0,-11998.50664139364,-11998.50664139364,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Bondi Junction - Waverly,5000,-24841.536486461737,-24841.536486461737,0,-13710.687751364321,-13710.687751364321,0,343127744.00000006,343127744.00000006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Paddington - Moore Park,5000,-33672.14739912097,-33672.14739912097,0,-14174.402567574267,-14174.402567574267,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Balmain,5000,-40451.12859306326,-40451.12859306326,0,-14106.589879730767,-14106.589879730767,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Leichhardt - Annandale,5000,-31943.517415551276,-31943.517415551276,0,-11585.936274866868,-11585.936274866868,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Lilyfield - Rozelle,5000,-38171.69997586144,-38171.69997586144,0,-14727.435133726169,-14727.435133726169,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,5000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48934948092,14318.48934948092,0,66970381111.43476,66970381111.43476,0,94411443228.5,94411443228.5,0,161381824339.93475,161381824339.93475,0,P4,0
Darlinghurst,15000,-89391.60534424384,-88355.84241561039,1035.7629286334559,-75505.14396303329,-75505.14396303329,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Erskineville - Alexandria,15000,-100540.84584076735,-100540.84584076735,0,-70988.62089996229,-70988.62089996229,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Glebe - Forest Lodge,15000,-81116.102286760055,-81116.102286760055,0,-68358.41037816087,-68358.41037816087,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Newtown - Camperdown - Darlington,15000,-78343.3236866718,-78343.3236866718,0,-64509.42480546931,-64509.42480546931,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Potts Point - Woolloomooloo,15000,-75099.66317094819,-74440.99467226755,658.6684986806358,-66691.89965042663,-66691.89965042663,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Pyrmont - Ultimo,15000,-75665.08773201128,-74891.96350861287,773.1242233984085,-66271.12699148398,-66271.12699148398,0,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Redfern - Chippendale,15000,-78049.88483541388,-78049.88483541388,0,-67746.8090352867,-67746.8090352867,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Surry Hills,15000,-85954.70729308607,-84924.20208334934,1030.5052097367297,-69348.25030352178,-69348.25030352178,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney - Haymarket - The Rocks,15000,-66626.88614864564,-65223.12669172665,1403.7594569189969,-63077.90885562853,-63077.90885562853,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Waterloo - Beaconsfield,15000,-79392.3064177801,-79392.3064177801,0,-64006.17617869185,-64006.17617869185,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Bondi Junction - Waverly,15000,-80273.56824370129,-80273.56824370129,0,-69142.71950860387,-69142.71950860387,0,343127744.00000006,343127744.00000006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Paddington - Moore Park,15000,-90031.60878878042,-90031.60878878042,0,-70533.86395723371,-70533.86395723371,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Balmain,15000,-96674.96460703571,-96674.96460703571,0,-70330.42589370321,-70330.42589370321,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Leichhardt - Annandale,15000,-83126.04621979594,-83126.04621979594,0,-62768.465079111535,-62768.465079111535,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Lilyfield - Rozelle,15000,-95637.22649782471,-95637.22649782471,0,-72192.96165568943,-72192.96165568943,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Rest_of_Sydney,15000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,0
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.811793931844,14944.811793931844,0,69899813943.33084,69899813943.33084,0,94411443228.5,94411443228.5,0,164311257171.83084,164311257171.83084,0,P4,0
Darlinghurst,10000,-59554.78131414761,-58519.01838551415,1035.7629286334559,-45668.319932937055,-45668.319932937055,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Erskineville - Alexandria,10000,-72209.52949836143,-72209.52949836143,0,-42657.304557556374,-42657.304557556374,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Glebe - Forest Lodge,10000,-53661.52278495462,-53661.52278495462,0,-40903.83087635544,-40903.83087635544,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Newtown - Camperdown - Darlington,10000,-52171.73937576356,-52171.73937576356,0,-38337.84049456106,-38337.84049456106,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Potts Point - Woolloomooloo,10000,-48200.58724505416,-47541.91874637352,658.6684986806358,-39792.823724532594,-39792.823724532594,0,370878228,370878228,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Pyrmont - Ultimo,10000,-48906.269359098136,-48133.14513569971,773.124223398423,-39512.30861857084,-39512.30861857082,1.4551915228366852e-11,384576844.5,384576844.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Redfern - Chippendale,10000,-50799.17244789982,-50799.17244789982,0,-40496.09664777265,-40496.09664777265,0,335991166.5,335991166.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Surry Hills,10000,-58170.18114949366,-57139.67593975694,1030.5052097367225,-41563.72415992937,-41563.72415992937,0,434639725,434639725,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Sydney - Haymarket - The Rocks,10000,-40932.47382101765,-39528.714364098654,1403.7594569189969,-37383.496528000534,-37383.496528000534,0,316781790,316781790,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Waterloo - Beaconsfield,10000,-53388.47164913098,-53388.47164913098,0,-38002.34141004273,-38002.34141004273,0,552057144,552057144,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Bondi Junction - Waverly,10000,-52557.552365081516,-52557.552365081516,0,-41426.7036299841,-41426.7036299841,0,343127744.00000006,343127744.00000006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Paddington - Moore Park,10000,-61851.8780939507,-61851.8780939507,0,-42354.13326240399,-42354.13326240399,0,455237649,455237649,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Balmain,10000,-68563.04660004948,-68563.04660004948,0,-42218.50788671699,-42218.50788671699,0,564773418,564773418,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Leichhardt - Annandale,10000,-57534.781817673604,-57534.781817673604,0,-37177.200676989196,-37177.200676989196,0,758954664,758954664,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Lilyfield - Rozelle,10000,-66904.46323684308,-66904.46323684308,0,-43460.198394707804,-43460.198394707804,0,452765060,452765060,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Rest_of_Sydney,10000,0,0,0,14005.32812725546,14005.32812725546,0,87668878952.5,87668878952.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.650571706381,14631.650571706381,0,68435097527.3828,68435097527.3828,0,94411443228.5,94411443228.5,0,162846540755.8828,162846540755.8828,0,P4,50
Darlinghurst,5000,-29717.95728405135,-28682.194355417894,1035.7629286334559,-15831.495902840794,-15831.495902840794,0,267883497,267883497,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Erskineville - Alexandria,5000,-43878.21315595551,-43878.21315595551,0,-14325.988215150457,-14325.988215150457,0,608149140,608149140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Glebe - Forest Lodge,5000,-26206.943283149172,-26206.943283149172,0,-13449.251374549985,-13449.251374549985,0,377831082,377831082,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
Newtown - Camperdown - Darlington,5000,-26000.155064855295,-26000.155064855295,0,-12166.256183652798,-12166.256183652798,0,518917124,518917124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P4,50
