location,sigma,amenity_pre,amenity_post,delta_amenity,V_pre,V_post,delta_V,worker_welfare_pre,worker_welfare_post,delta_worker_welfare,EU_pre,EU_post,delta_EU,resident_welfare_pre_total,resident_welfare_post_total,delta_resident_welfare_total,worker_welfare_pre_total,worker_welfare_post_total,delta_worker_welfare_total,total_welfare_pre,total_welfare_post,delta_total_welfare,pool_id,displacement_pct,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-44629.93468,4276.334682,-39512.30862,-40991.55949,-1479.250876,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-55845.8276,-5046.65515,-40496.09665,-43745.528,-3249.431356,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Surry Hills,10000,-58170.18115,-55924.63896,2245.542187,-41563.72416,-41976.12816,-412.4039981,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-45040.08259,-4107.608774,-37383.49653,-39284.88649,-1901.389963,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-62442.82375,-9054.352103,-38002.34141,-41942.88523,-3940.543821,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-49724.28804,2833.264322,-41426.70363,-41857.74517,-431.0415353,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-59041.7571,2810.120995,-42354.13326,-42697.18912,-343.0558579,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Balmain,10000,-68563.0466,-63751.22914,4811.817464,-42218.50789,-42505.4421,-286.9342119,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-56105.66236,1429.119455,-37177.20068,-37504.7116,-327.510919,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-65703.88427,1200.578964,-43460.19839,-43749.34175,-289.1433537,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,13908.57379,-96.75433626,87668878953,87837096324,168217371.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14467.12363,-164.5269413,68435097527,67665572776,-769524751.6,94411443229,94001018494,-410424734.4,1.62847E+11,1.61667E+11,-1179949486,P2,50,,,,,,,,,
Darlinghurst,5000,-29717.95728,-35190.35474,-5472.397453,-15831.4959,-17070.86774,-1239.37184,267883497,262099306.5,-5784190.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-45763.04328,-1884.830124,-14325.98822,-15188.82259,-862.8343729,608149140,553713285.2,-54435854.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-24587.13698,1619.806299,-13449.25137,-13762,-312.7486229,377831082,351469598.5,-26361483.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-25375.3259,624.8291666,-12166.25618,-12647.59357,-481.3373821,518917124,467192986.6,-51724137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-24320.2676,-3018.756277,-12893.7478,-13570.97677,-677.2289682,370878228,386948332.5,16070104.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-17179.86803,4967.582952,-12753.49025,-13541.49285,-788.0026061,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-27018.7767,-3470.316641,-13245.38426,-14918.47711,-1673.092846,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Surry Hills,5000,-30385.65501,-27982.28799,2403.367018,-13779.19802,-14033.77718,-254.5791672,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-18443.35245,-3205.29096,-11689.0842,-12688.15635,-999.0721495,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-34517.09424,-7132.45736,-11998.50664,-14017.15572,-2018.649079,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-21841.12857,3000.407921,-13710.68775,-13974.58569,-263.8979358,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-30738.87564,2933.271756,-14174.40257,-14394.30766,-219.9050971,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Balmain,5000,-40451.12859,-35544.22119,4906.907402,-14106.58988,-14298.43415,-191.8442741,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-30399.01967,1544.497746,-11585.93627,-11798.0689,-212.1326276,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-36874.9265,1296.773473,-14727.43513,-14920.38398,-192.948845,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,13908.57379,-96.75433626,87668878953,87837096324,168217371.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14187.84871,-130.6406388,66970381111,66359349238,-611031873.1,94411443229,94001018494,-410424734.4,1.61382E+11,1.6036E+11,-1021456607,P2,50,,,,,,,,,
Darlinghurst,15000,-89391.60534,-97149.23781,-7757.632461,-75505.14396,-79029.75081,-3524.606849,267883497,262099306.5,-5784190.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-103957.836,-3416.990197,-70988.6209,-73383.61535,-2394.994446,608149140,553713285.2,-54435854.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-79928.28456,1187.817725,-68358.41038,-69103.14757,-744.7371962,377831082,351469598.5,-26361483.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78487.66061,-144.3369252,-64509.42481,-65759.92828,-1250.503474,518917124,467192986.6,-51724137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-79279.36871,-4179.705541,-66691.89965,-68530.07788,-1838.178232,370878228,386948332.5,16070104.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-72080.00132,3585.086413,-66271.12699,-68441.62614,-2170.499146,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-84672.8785,-6622.99366,-67746.80904,-72572.5789,-4825.769866,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Surry Hills,15000,-85954.70729,-83866.98994,2087.717356,-69348.2503,-69918.47913,-570.2288291,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-71636.81274,-5009.926587,-63077.90886,-65881.61663,-2803.707776,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-90368.55326,-10976.24685,-64006.17618,-69868.61474,-5862.438563,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-77607.44752,2666.120722,-69142.71951,-69740.90464,-598.1851348,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-87344.63855,2686.970234,-70533.86396,-71000.07058,-466.2066187,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Balmain,15000,-96674.96461,-91958.23708,4716.727526,-70330.42589,-70712.45004,-382.0241497,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-81812.30506,1313.741164,-62768.46508,-63211.35429,-442.8892103,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-94532.84204,1104.384456,-72192.96166,-72578.29952,-385.3378624,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,13908.57379,-96.75433626,87668878953,87837096324,168217371.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,50,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14746.39855,-198.4132438,69899813943,68971796313,-928017630.2,94411443229,94001018494,-410424734.4,1.64311E+11,1.62973E+11,-1338442365,P2,50,,,,,,,,,
Darlinghurst,10000,-59554.78131,-66131.76483,-6576.983516,-45668.31993,-48012.27784,-2343.957903,267883497,262099306.5,-5784190.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-74822.40822,-2612.878719,-42657.30456,-44248.18753,-1590.882968,608149140,553713285.2,-54435854.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-52219.67933,1441.843453,-40903.83088,-41394.54234,-490.7114682,377831082,351469598.5,-26361483.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-51893.46181,278.2775621,-38337.84049,-39165.72948,-827.8889867,518917124,467192986.6,-51724137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-51761.78671,-3561.199467,-39792.82372,-41012.49588,-1219.672159,370878228,386948332.5,16070104.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-44591.90324,4314.366124,-39512.30862,-40953.52805,-1441.219435,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-55807.79616,-5008.623709,-40496.09665,-43707.49656,-3211.399915,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Surry Hills,10000,-58170.18115,-55886.60752,2283.573629,-41563.72416,-41938.09672,-374.3725568,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-45002.05115,-4069.577332,-37383.49653,-39246.85505,-1863.358521,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-62404.79231,-9016.320661,-38002.34141,-41904.85379,-3902.51238,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-49686.2566,2871.295763,-41426.70363,-41819.71372,-393.0100939,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-59003.72566,2848.152437,-42354.13326,-42659.15768,-305.0244165,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Balmain,10000,-68563.0466,-63713.19769,4849.848906,-42218.50789,-42467.41066,-248.9027705,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-56067.63092,1467.150896,-37177.20068,-37466.68015,-289.4794776,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-65665.85283,1238.610406,-43460.19839,-43711.31031,-251.1119123,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Rest_of_Sydney,10000,0,0,0,14005.32813,13946.60523,-58.72289488,87668878953,88005313696,336434743.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney_Total,10000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14631.65057,14505.15507,-126.4954999,68435097527,67843453281,-591644246.1,94411443229,94169235866,-242207362.5,1.62847E+11,1.62013E+11,-833851608.6,P2,100,,,,,,,,,
Darlinghurst,5000,-29717.95728,-35152.3233,-5434.366012,-15831.4959,-17032.8363,-1201.340399,267883497,262099306.5,-5784190.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Erskineville - Alexandria,5000,-43878.21316,-45725.01184,-1846.798682,-14325.98822,-15150.79115,-824.8029315,608149140,553713285.2,-54435854.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Glebe - Forest Lodge,5000,-26206.94328,-24549.10554,1657.83774,-13449.25137,-13723.96856,-274.7171815,377831082,351469598.5,-26361483.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Newtown - Camperdown - Darlington,5000,-26000.15506,-25337.29446,662.860608,-12166.25618,-12609.56212,-443.3059408,518917124,467192986.6,-51724137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Potts Point - Woolloomooloo,5000,-21301.51132,-24282.23615,-2980.724836,-12893.7478,-13532.94533,-639.1975268,370878228,386948332.5,16070104.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Pyrmont - Ultimo,5000,-22147.45099,-17141.83659,5005.614394,-12753.49025,-13503.46141,-749.9711648,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Redfern - Chippendale,5000,-23548.46006,-26980.74526,-3432.285199,-13245.38426,-14880.44566,-1635.061405,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Surry Hills,5000,-30385.65501,-27944.25655,2441.39846,-13779.19802,-13995.74574,-216.5477258,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney - Haymarket - The Rocks,5000,-15238.06149,-18405.32101,-3167.259519,-11689.0842,-12650.12491,-961.0407081,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Waterloo - Beaconsfield,5000,-27384.63688,-34479.0628,-7094.425919,-11998.50664,-13979.12428,-1980.617637,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Bondi Junction - Waverly,5000,-24841.53649,-21803.09712,3038.439363,-13710.68775,-13936.55425,-225.8664944,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Paddington - Moore Park,5000,-33672.1474,-30700.8442,2971.303197,-14174.40257,-14356.27622,-181.8736557,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Balmain,5000,-40451.12859,-35506.18975,4944.938843,-14106.58988,-14260.40271,-153.8128327,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Leichhardt - Annandale,5000,-31943.51742,-30360.98823,1582.529188,-11585.93627,-11760.03746,-174.1011862,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Lilyfield - Rozelle,5000,-38171.69998,-36836.89506,1334.804914,-14727.43513,-14882.35254,-154.9174036,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Rest_of_Sydney,5000,0,0,0,14005.32813,13946.60523,-58.72289488,87668878953,88005313696,336434743.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney_Total,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14318.48935,14225.88015,-92.60919739,66970381111,66537229744,-433151367.6,94411443229,94169235866,-242207362.5,1.61382E+11,1.60706E+11,-675358730.1,P2,100,,,,,,,,,
Darlinghurst,15000,-89391.60534,-97111.20636,-7719.60102,-75505.14396,-78991.71937,-3486.575407,267883497,262099306.5,-5784190.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Erskineville - Alexandria,15000,-100540.8458,-103919.8046,-3378.958756,-70988.6209,-73345.5839,-2356.963005,608149140,553713285.2,-54435854.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Glebe - Forest Lodge,15000,-81116.10229,-79890.25312,1225.849167,-68358.41038,-69065.11613,-706.7057548,377831082,351469598.5,-26361483.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Newtown - Camperdown - Darlington,15000,-78343.32369,-78449.62917,-106.3054838,-64509.42481,-65721.89684,-1212.472033,518917124,467192986.6,-51724137.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Potts Point - Woolloomooloo,15000,-75099.66317,-79241.33727,-4141.674099,-66691.89965,-68492.04644,-1800.146791,370878228,386948332.5,16070104.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Pyrmont - Ultimo,15000,-75665.08773,-72041.96988,3623.117854,-66271.12699,-68403.5947,-2132.467705,384576844.5,246251640.2,-138325204.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Redfern - Chippendale,15000,-78049.88484,-84634.84705,-6584.962219,-67746.80904,-72534.54746,-4787.738424,335991166.5,292707727.8,-43283438.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Surry Hills,15000,-85954.70729,-83828.9585,2125.748798,-69348.2503,-69880.44769,-532.1973877,434639725,397043653.2,-37596071.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney - Haymarket - The Rocks,15000,-66626.88615,-71598.78129,-4971.895146,-63077.90886,-65843.58519,-2765.676335,316781790,344444132.9,27662342.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Waterloo - Beaconsfield,15000,-79392.30642,-90330.52182,-10938.2154,-64006.17618,-69830.5833,-5824.407122,552057144,489728818.5,-62328325.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Bondi Junction - Waverly,15000,-80273.56824,-77569.41608,2704.152164,-69142.71951,-69702.8732,-560.1536934,343127744,297578847.1,-45548896.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Paddington - Moore Park,15000,-90031.60879,-87306.60711,2725.001676,-70533.86396,-70962.03913,-428.1751773,455237649,417899993.4,-37337655.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Balmain,15000,-96674.96461,-91920.20564,4754.758968,-70330.42589,-70674.4186,-343.9927083,564773418,493674633.3,-71098784.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Leichhardt - Annandale,15000,-83126.04622,-81774.27361,1351.772605,-62768.46508,-63173.32285,-404.857769,758954664,718906525.2,-40048138.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Lilyfield - Rozelle,15000,-95637.2265,-94494.8106,1142.415897,-72192.96166,-72540.26808,-347.3064211,452765060,444262688.9,-8502371.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Rest_of_Sydney,15000,0,0,0,14005.32813,13946.60523,-58.72289488,87668878953,88005313696,336434743.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P2,100,,,,,,,,,
Sydney_Total,15000,NA,NA,NA,NA,NA,NA,NA,NA,NA,14944.81179,14784.42999,-160.3818024,69899813943,69149676819,-750137124.7,94411443229,94169235866,-242207362.5,1.64311E+11,1.63319E+11,-992344487.1,P2,100,,,,,,,,,
Darlinghurst,10000,-59554.78131,-65692.7776,-6137.996284,-45668.31993,-47902.93529,-2234.615357,267883497,264716680.1,-3166816.948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Erskineville - Alexandria,10000,-72209.5295,-77356.84771,-5147.318208,-42657.30456,-44140.16664,-1482.862085,608149140,600621958.9,-7527181.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Glebe - Forest Lodge,10000,-53661.52278,-53629.43345,32.08933307,-40903.83088,-41326.18779,-422.3569124,377831082,383891143.2,6060061.157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Newtown - Camperdown - Darlington,10000,-52171.73938,-51635.70979,536.0295858,-38337.84049,-39048.7334,-710.8929052,518917124,474589987.1,-44327136.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Potts Point - Woolloomooloo,10000,-48200.58725,-51633.35431,-3432.767064,-39792.82372,-40890.52338,-1097.699658,370878228,396099892.3,25221664.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Pyrmont - Ultimo,10000,-48906.26936,-47123.65961,1782.609752,-39512.30862,-40833.11022,-1320.801602,384576844.5,301731569.5,-82845275.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Redfern - Chippendale,10000,-50799.17245,-56081.14469,-5281.972246,-40496.09665,-43739.21847,-3243.121825,335991166.5,298215017.9,-37776148.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Surry Hills,10000,-58170.18115,-57067.98447,1102.196683,-41563.72416,-42222.81589,-659.0917332,434639725,404662439.6,-29977285.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Sydney - Haymarket - The Rocks,10000,-40932.47382,-45216.76395,-4284.290129,-37383.49653,-39151.6725,-1768.175969,316781790,360739196.2,43957406.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Waterloo - Beaconsfield,10000,-53388.47165,-60197.65755,-6809.185902,-38002.34141,-41317.55139,-3315.209975,552057144,495798217.5,-56258926.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Bondi Junction - Waverly,10000,-52557.55237,-51018.52156,1539.030808,-41426.70363,-42236.87392,-810.1702903,343127744,303450060.4,-39677683.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Paddington - Moore Park,10000,-61851.87809,-62388.69761,-536.8195118,-42354.13326,-43307.1629,-953.0296344,455237649,435621331.5,-19616317.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Balmain,10000,-68563.0466,-67761.50526,801.5413393,-42218.50789,-43151.93412,-933.4262321,564773418,515376885.4,-49396532.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Leichhardt - Annandale,10000,-57534.78182,-58578.09469,-1043.312876,-37177.20068,-38040.81319,-863.6125136,758954664,733448789.8,-25505874.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
Lilyfield - Rozelle,10000,-66904.46324,-69025.53238,-2121.06914,-43460.19839,-44389.75499,-929.5566002,452765060,454317845.9,1552785.915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,P3,0,,,,,,,,,
